name,productId,pp,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,class
prod_0,0.0,0.73152077577,-0.505467261263,-2.22484506951,-1.50397650208,1.22684923429,0.787440586635,-1.93116788628,1.1032551601,-1.50397650208,-2.22484506951,-1.69072479403,0.344250475088,1.74713353289,-2.02125303041,-2.48749439149,0.879880997497,2.0
prod_1,1.0,0.639077833201,0.704752179387,-2.05958643017,-1.23549084975,0.215584341496,2.09189247705,0.580607532013,1.40375930042,-1.23549084975,-2.05958643017,-1.43004919385,-2.54788410035,0.82893116382,-1.22840818848,-1.13216463893,-0.631027171691,2.0
prod_2,2.0,0.407489947774,-0.0506514615921,0.331670365587,-1.75783523572,1.14796975216,0.328068138274,1.4521845854,0.852584705323,-1.75783523572,0.331670365587,1.15773521617,-0.260995272701,2.109682754,1.78516217317,-0.115510103042,-0.202530952298,1.0
prod_3,3.0,0.167508137274,-1.794984377,2.4963054929,-1.14679897762,2.58575709076,-1.25332965969,1.00445191659,-0.397026829365,-1.14679897762,2.4963054929,-0.329448860572,1.00094207151,3.77830007958,0.131685779963,0.0971993132541,-0.339973127974,0.0
prod_4,4.0,0.0593256168423,1.0782418032,0.908970342921,-0.344263965683,1.93510294427,-0.416955367039,1.10848667316,-0.479340521446,-0.344263965683,0.908970342921,0.712645691823,0.635023731436,1.74397989862,-0.0984586458139,-1.10613213221,0.339888843888,0.0
prod_5,5.0,0.494737772641,0.0186356094019,-1.67489591859,-0.0208734942618,-0.331823988002,0.621352477029,0.227510014168,0.0794191756819,-0.0208734942618,-1.67489591859,1.32204981629,0.0582633266072,-1.21281715355,0.43864002358,1.24277630531,0.843076735331,1.0
prod_6,6.0,0.315863695174,0.709526954766,-0.74307666041,-1.01172572466,3.20289235023,3.00853830816,0.0276162479069,0.487556640234,-1.01172572466,-0.74307666041,1.67300217263,1.47428261037,2.27277138017,-0.532900169294,0.710257988396,-1.0793911109,1.0
prod_7,7.0,0.893529821506,-0.60658710708,-0.121750422872,0.449545974421,-0.642203077021,-1.54832475948,1.77284449477,-0.467215754254,0.449545974421,-0.121750422872,-2.584709342,0.918450905661,-0.152409300429,-2.00269491513,1.08841707119,-0.457409632675,3.0
prod_8,8.0,0.180106458332,0.367814228557,-0.918578768614,-0.244736541408,-2.35844290749,0.880134375613,-0.636522072364,-0.170108552457,-0.244736541408,-0.918578768614,0.197839012851,-1.07208159902,-1.76732335937,1.63620262529,-0.393382970749,1.3660612089,0.0
prod_9,9.0,0.529223526775,0.668248052798,-1.69554154074,-1.97902772626,-0.422067454827,0.310144921685,0.0610658044277,-0.540749470871,-1.97902772626,-1.69554154074,-2.01537400896,-0.225127069281,1.35558473055,-0.371386762253,-0.696819600764,-1.18775644107,2.0
